,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
71,1,receive,errors,Receive,them,19 -- 24
72,1,receive,errors,Serve,us,20 -- 24
73,2,serve,in_rally,3-Serve,none,20 -- 24
73,2,serve,errors,Spike,us,21 -- 24
74,2,serve,in_rally,3-Serve,none,21 -- 24
74,2,serve,errors,Dig,them,21 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,1-Pass,none,0 -- 0
2,6,receive,in_rally,Hit Still In Play,none,0 -- 0
3,6,receive,in_rally,Dig,none,0 -- 0
3,6,receive,errors,Spike,them,0 -- 1
4,6,receive,in_rally,3-Pass,none,0 -- 1
4,6,receive,errors,Spike,them,0 -- 2
5,6,receive,in_rally,3-Pass,none,0 -- 2
5,6,receive,earned,Spike,us,1 -- 2
6,1,serve,in_rally,2-Serve,none,1 -- 2
6,1,serve,earned,Block,us,2 -- 2
7,1,serve,in_rally,3-Serve,none,2 -- 2
7,1,serve,earned,Block,us,3 -- 2
8,1,serve,in_rally,1-Serve,none,3 -- 2
8,1,serve,earned,Spike,them,3 -- 3
9,1,receive,in_rally,3-Pass,none,3 -- 3
10,1,receive,in_rally,Hit Still In Play,none,3 -- 3
10,1,receive,earned,Spike,them,3 -- 4
11,1,receive,in_rally,3-Pass,none,3 -- 4
11,1,receive,earned,Spike,us,4 -- 4
12,2,serve,in_rally,1-Serve,none,4 -- 4
12,2,serve,errors,Spike,us,5 -- 4
13,2,serve,in_rally,1-Serve,none,5 -- 4
13,2,serve,errors,Dig,them,5 -- 5
14,2,receive,in_rally,1-Pass,none,5 -- 5
14,2,receive,errors,3rd Ball Return,them,5 -- 6
15,2,receive,errors,Receive,them,5 -- 7
16,2,receive,in_rally,2-Pass,none,5 -- 7
17,2,receive,in_rally,Hit Still In Play,none,5 -- 7
18,2,receive,in_rally,2-FB Pass,none,5 -- 7
19,2,receive,in_rally,Hit Still In Play,none,5 -- 7
20,2,receive,in_rally,Dig,none,5 -- 7
20,2,receive,earned,Tip,us,6 -- 7
21,3,serve,in_rally,3-Serve,none,6 -- 7
22,3,serve,in_rally,Dig,none,6 -- 7
23,3,serve,in_rally,Hit Still In Play,none,6 -- 7
24,3,serve,in_rally,3-FB Pass,none,6 -- 7
24,3,serve,earned,Spike,us,7 -- 7
25,3,serve,errors,Serve,them,7 -- 8
26,3,receive,in_rally,2-Pass,none,7 -- 8
27,3,receive,in_rally,Hit Still In Play,none,7 -- 8
28,3,receive,in_rally,3-FB Pass,none,7 -- 8
28,3,receive,earned,Spike,us,8 -- 8
29,4,serve,in_rally,3-Serve,none,8 -- 8
29,4,serve,errors,Spike,us,9 -- 8
30,4,serve,in_rally,3-Serve,none,9 -- 8
31,4,serve,in_rally,1-FB Pass,none,9 -- 8
31,4,serve,earned,Spike,us,10 -- 8
32,4,serve,in_rally,3-Serve,none,10 -- 8
32,4,serve,errors,3rd Ball Return,us,11 -- 8
33,4,serve,errors,Serve,them,11 -- 9
34,4,receive,errors,Serve,us,12 -- 9
35,5,serve,in_rally,2-Serve,none,12 -- 9
35,5,serve,earned,Spike,them,12 -- 10
36,5,receive,in_rally,1-Pass,none,12 -- 10
37,5,receive,in_rally,Hit Still In Play,none,12 -- 10
37,5,receive,errors,Dig,them,12 -- 11
38,5,receive,in_rally,1-Pass,none,12 -- 11
39,5,receive,in_rally,Hit Still In Play,none,12 -- 11
39,5,receive,errors,Dig,them,12 -- 12
40,5,receive,errors,Serve,us,13 -- 12
41,6,serve,in_rally,3-Serve,none,13 -- 12
42,6,serve,in_rally,3-FB Pass,none,13 -- 12
42,6,serve,errors,Spike,them,13 -- 13
43,6,receive,in_rally,3-Pass,none,13 -- 13
43,6,receive,earned,Spike,us,14 -- 13
44,1,serve,earned,Ace,us,15 -- 13
45,1,serve,in_rally,3-Serve,none,15 -- 13
46,1,serve,in_rally,3-FB Pass,none,15 -- 13
46,1,serve,earned,Spike,us,16 -- 13
47,1,serve,in_rally,3-Serve,none,16 -- 13
47,1,serve,errors,Set,us,17 -- 13
48,1,serve,errors,Serve,them,17 -- 14
49,1,receive,in_rally,3-Pass,none,17 -- 14
49,1,receive,earned,Spike,us,18 -- 14
50,2,serve,errors,Serve,them,18 -- 15
51,2,receive,in_rally,3-Pass,none,18 -- 15
51,2,receive,earned,Spike,us,19 -- 15
52,3,serve,in_rally,1-Serve,none,19 -- 15
52,3,serve,earned,Block,us,20 -- 15
53,3,serve,in_rally,1-Serve,none,20 -- 15
53,3,serve,earned,Spike,them,20 -- 16
54,3,receive,in_rally,3-Pass,none,20 -- 16
55,3,receive,in_rally,Hit Still In Play,none,20 -- 16
56,3,receive,in_rally,Dig,none,20 -- 16
57,3,receive,in_rally,Hit Still In Play,none,20 -- 16
58,3,receive,in_rally,3-FB Pass,none,20 -- 16
58,3,receive,earned,Spike,us,21 -- 16
59,4,serve,in_rally,1-Serve,none,21 -- 16
59,4,serve,earned,Spike,them,21 -- 17
60,4,receive,in_rally,3-Pass,none,21 -- 17
60,4,receive,earned,Spike,us,22 -- 17
61,5,serve,errors,Serve,them,22 -- 18
62,5,receive,in_rally,2-Pass,none,22 -- 18
63,5,receive,in_rally,Hit Still In Play,none,22 -- 18
63,5,receive,earned,Spike,them,22 -- 19
64,5,receive,errors,Receive,them,22 -- 20
65,5,receive,in_rally,1-Pass,none,22 -- 20
65,5,receive,earned,Spike,us,23 -- 20
66,6,serve,errors,Serve,them,23 -- 21
67,6,receive,in_rally,1-Pass,none,23 -- 21
68,6,receive,in_rally,Hit Still In Play,none,23 -- 21
69,6,receive,in_rally,Dig,none,23 -- 21
70,6,receive,in_rally,Hit Still In Play,none,23 -- 21
71,6,receive,in_rally,Dig,none,23 -- 21
71,6,receive,earned,Spike,us,24 -- 21
72,1,serve,in_rally,2-Serve,none,24 -- 21
72,1,serve,earned,Spike,them,24 -- 22
73,1,receive,in_rally,1-Pass,none,24 -- 22
74,1,receive,in_rally,Hit Still In Play,none,24 -- 22
74,1,receive,earned,Block,us,25 -- 22
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,1-Serve,none,0 -- 0
1,1,serve,earned,Spike,them,0 -- 1
2,1,receive,in_rally,1-Pass,none,0 -- 1
3,1,receive,in_rally,Hit Still In Play,none,0 -- 1
4,1,receive,in_rally,3-FB Pass,none,0 -- 1
4,1,receive,earned,Spike,us,1 -- 1
5,2,serve,in_rally,1-Serve,none,1 -- 1
5,2,serve,errors,Dig,them,1 -- 2
6,2,receive,in_rally,1-Pass,none,1 -- 2
7,2,receive,in_rally,Hit Still In Play,none,1 -- 2
7,2,receive,earned,Spike,them,1 -- 3
8,2,receive,in_rally,1-Pass,none,1 -- 3
8,2,receive,earned,Tip,us,2 -- 3
9,3,serve,in_rally,1-Serve,none,2 -- 3
9,3,serve,earned,Spike,them,2 -- 4
10,3,receive,in_rally,1-Pass,none,2 -- 4
10,3,receive,earned,Spike,them,2 -- 5
11,3,receive,in_rally,3-Pass,none,2 -- 5
12,3,receive,in_rally,Hit Still In Play,none,2 -- 5
13,3,receive,in_rally,Dig,none,2 -- 5
13,3,receive,earned,Spike,us,3 -- 5
14,4,serve,in_rally,1-Serve,none,3 -- 5
15,4,serve,in_rally,Dig,none,3 -- 5
15,4,serve,earned,Spike,us,4 -- 5
16,4,serve,in_rally,1-Serve,none,4 -- 5
16,4,serve,errors,Dig,them,4 -- 6
17,4,receive,in_rally,2-Pass,none,4 -- 6
17,4,receive,earned,Spike,us,5 -- 6
18,5,serve,in_rally,3-Serve,none,5 -- 6
19,5,serve,in_rally,Dig,none,5 -- 6
20,5,serve,in_rally,Hit Still In Play,none,5 -- 6
20,5,serve,errors,Spike,us,6 -- 6
21,5,serve,in_rally,2-Serve,none,6 -- 6
21,5,serve,earned,Spike,them,6 -- 7
22,5,receive,in_rally,2-Pass,none,6 -- 7
23,5,receive,in_rally,Hit Still In Play,none,6 -- 7
24,5,receive,in_rally,2-FB Pass,none,6 -- 7
25,5,receive,in_rally,Hit Still In Play,none,6 -- 7
25,5,receive,earned,Spike,us,7 -- 7
26,6,serve,earned,Ace,us,8 -- 7
27,6,serve,in_rally,2-Serve,none,8 -- 7
27,6,serve,errors,Dig,them,8 -- 8
28,6,receive,errors,Receive,them,8 -- 9
29,6,receive,in_rally,3-Pass,none,8 -- 9
30,6,receive,in_rally,Hit Still In Play,none,8 -- 9
30,6,receive,faults,Net,them,8 -- 10
31,6,receive,errors,Receive,them,8 -- 11
32,6,receive,in_rally,3-Pass,none,8 -- 11
33,6,receive,in_rally,Hit Still In Play,none,8 -- 11
33,6,receive,earned,Spike,them,8 -- 12
34,6,receive,in_rally,2-Pass,none,8 -- 12
34,6,receive,earned,Spike,us,9 -- 12
35,1,serve,in_rally,3-Serve,none,9 -- 12
36,1,serve,in_rally,Dig,none,9 -- 12
36,1,serve,earned,Spike,us,10 -- 12
37,1,serve,in_rally,2-Serve,none,10 -- 12
37,1,serve,earned,Spike,them,10 -- 13
38,1,receive,in_rally,2-Pass,none,10 -- 13
38,1,receive,earned,Spike,us,11 -- 13
39,2,serve,in_rally,2-Serve,none,11 -- 13
39,2,serve,earned,Spike,us,12 -- 13
40,2,serve,errors,Serve,them,12 -- 14
41,2,receive,faults,Net,us,13 -- 14
42,3,serve,in_rally,3-Serve,none,13 -- 14
42,3,serve,errors,Spike,us,14 -- 14
43,3,serve,in_rally,1-Serve,none,14 -- 14
43,3,serve,earned,Spike,them,14 -- 15
44,3,receive,in_rally,3-Pass,none,14 -- 15
44,3,receive,earned,Spike,them,14 -- 16
45,3,receive,in_rally,1-Pass,none,14 -- 16
45,3,receive,earned,Tip,us,15 -- 16
46,4,serve,in_rally,2-Serve,none,15 -- 16
47,4,serve,in_rally,Dig,none,15 -- 16
48,4,serve,in_rally,Hit Still In Play,none,15 -- 16
49,4,serve,in_rally,Dig,none,15 -- 16
49,4,serve,errors,Dig,them,15 -- 17
50,4,receive,in_rally,1-Pass,none,15 -- 17
50,4,receive,earned,Spike,us,16 -- 17
51,5,serve,earned,Ace,us,17 -- 17
52,5,serve,errors,Serve,them,17 -- 18
53,5,receive,errors,Receive,them,17 -- 19
54,5,receive,in_rally,1-Pass,none,17 -- 19
54,5,receive,earned,Spike,us,18 -- 19
55,6,serve,in_rally,1-Serve,none,18 -- 19
55,6,serve,errors,3rd Ball Return,us,19 -- 19
56,6,serve,in_rally,3-Serve,none,19 -- 19
56,6,serve,errors,Spike,them,19 -- 20
undefined,6,serve,timeout,them 1,undefined,undefined
57,6,receive,in_rally,3-Pass,none,19 -- 20
57,6,receive,earned,Spike,us,20 -- 20
58,1,serve,in_rally,2-Serve,none,20 -- 20
58,1,serve,errors,3rd Ball Return,us,21 -- 20
59,1,serve,in_rally,3-Serve,none,21 -- 20
59,1,serve,earned,Spike,them,21 -- 21
60,1,receive,errors,Receive,them,21 -- 22
61,1,receive,faults,Out of Rotation,them,21 -- 23
62,1,receive,in_rally,2-Pass,none,21 -- 23
63,1,receive,in_rally,Hit Still In Play,none,21 -- 23
63,1,receive,errors,Dig,them,21 -- 24
undefined,1,receive,timeout,us 1,undefined,undefined
64,1,receive,in_rally,Over Pass in Play,none,21 -- 24
64,1,receive,earned,Spike,them,21 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,2-Pass,none,0 -- 0
2,6,receive,in_rally,Hit Still In Play,none,0 -- 0
3,6,receive,in_rally,Dig,none,0 -- 0
3,6,receive,errors,Spike,us,1 -- 0
4,1,serve,in_rally,3-Serve,none,1 -- 0
5,1,serve,in_rally,3-FB Pass,none,1 -- 0
5,1,serve,earned,Tip,us,2 -- 0
6,1,serve,earned,Ace,us,3 -- 0
7,1,serve,earned,Ace,us,4 -- 0
8,1,serve,in_rally,1-Serve,none,4 -- 0
8,1,serve,errors,Dig,them,4 -- 1
9,1,receive,in_rally,3-Pass,none,4 -- 1
9,1,receive,errors,Spike,them,4 -- 2
10,1,receive,errors,Serve,us,5 -- 2
11,2,serve,in_rally,1-Serve,none,5 -- 2
11,2,serve,errors,Spike,us,6 -- 2
12,2,serve,in_rally,1-Serve,none,6 -- 2
12,2,serve,earned,Spike,them,6 -- 3
13,2,receive,in_rally,2-Pass,none,6 -- 3
13,2,receive,earned,Spike,us,7 -- 3
14,3,serve,in_rally,3-Serve,none,7 -- 3
15,3,serve,in_rally,Dig,none,7 -- 3
15,3,serve,errors,Spike,us,8 -- 3
16,3,serve,in_rally,2-Serve,none,8 -- 3
16,3,serve,earned,Spike,them,8 -- 4
17,3,receive,errors,Serve,us,9 -- 4
18,4,serve,in_rally,3-Serve,none,9 -- 4
19,4,serve,in_rally,Dig,none,9 -- 4
20,4,serve,in_rally,Hit Still In Play,none,9 -- 4
21,4,serve,in_rally,Dig,none,9 -- 4
21,4,serve,errors,Spike,them,9 -- 5
22,4,receive,in_rally,2-Pass,none,9 -- 5
22,4,receive,errors,Dig,them,9 -- 6
23,4,receive,errors,Serve,us,10 -- 6
24,5,serve,in_rally,1-Serve,none,10 -- 6
24,5,serve,earned,Block,us,11 -- 6
25,5,serve,in_rally,3-Serve,none,11 -- 6
25,5,serve,errors,Dig,them,11 -- 7
26,5,receive,in_rally,2-Pass,none,11 -- 7
26,5,receive,errors,Spike,them,11 -- 8
27,5,receive,in_rally,1-Pass,none,11 -- 8
28,5,receive,in_rally,Dig,none,11 -- 8
28,5,receive,earned,Spike,us,12 -- 8
29,6,serve,in_rally,2-Serve,none,12 -- 8
29,6,serve,errors,Spike,us,13 -- 8
30,6,serve,in_rally,2-Serve,none,13 -- 8
30,6,serve,errors,Spike,them,13 -- 9
31,6,receive,in_rally,3-Pass,none,13 -- 9
32,6,receive,in_rally,Hit Still In Play,none,13 -- 9
32,6,receive,errors,Spike,us,14 -- 9
33,1,serve,in_rally,1-Serve,none,14 -- 9
34,1,serve,in_rally,Dig,none,14 -- 9
34,1,serve,earned,Spike,them,14 -- 10
35,1,receive,in_rally,2-Pass,none,14 -- 10
36,1,receive,in_rally,Hit Still In Play,none,14 -- 10
36,1,receive,earned,Block,us,15 -- 10
37,2,serve,errors,Serve,them,15 -- 11
38,2,receive,in_rally,1-Pass,none,15 -- 11
38,2,receive,errors,Spike,them,15 -- 12
39,2,receive,errors,Serve,us,16 -- 12
40,3,serve,in_rally,2-Serve,none,16 -- 12
40,3,serve,errors,Dig,them,16 -- 13
41,3,receive,in_rally,3-Pass,none,16 -- 13
41,3,receive,errors,Spike,them,16 -- 14
42,3,receive,in_rally,2-Pass,none,16 -- 14
42,3,receive,earned,Tip,us,17 -- 14
43,4,serve,in_rally,3-Serve,none,17 -- 14
43,4,serve,earned,Tip,them,17 -- 15
44,4,receive,in_rally,1-Pass,none,17 -- 15
45,4,receive,in_rally,Hit Still In Play,none,17 -- 15
45,4,receive,earned,Spike,them,17 -- 16
undefined,4,receive,timeout,us 1,undefined,undefined
46,4,receive,in_rally,2-Pass,none,17 -- 16
46,4,receive,earned,Spike,us,18 -- 16
47,5,serve,in_rally,3-Serve,none,18 -- 16
48,5,serve,in_rally,Dig,none,18 -- 16
49,5,serve,in_rally,Hit Still In Play,none,18 -- 16
49,5,serve,earned,Spike,them,18 -- 17
50,5,receive,errors,Receive,them,18 -- 18
51,5,receive,in_rally,1-Pass,none,18 -- 18
52,5,receive,in_rally,Hit Still In Play,none,18 -- 18
52,5,receive,errors,Spike,us,19 -- 18
53,6,serve,errors,Serve,them,19 -- 19
54,6,receive,in_rally,2-Pass,none,19 -- 19
54,6,receive,earned,Spike,us,20 -- 19
55,1,serve,in_rally,2-Serve,none,20 -- 19
56,1,serve,in_rally,Dig,none,20 -- 19
56,1,serve,errors,Dig,them,20 -- 20
57,1,receive,in_rally,3-Pass,none,20 -- 20
58,1,receive,in_rally,Hit Still In Play,none,20 -- 20
58,1,receive,earned,Tip,us,21 -- 20
59,2,serve,in_rally,1-Serve,none,21 -- 20
60,2,serve,in_rally,Dig,none,21 -- 20
61,2,serve,in_rally,Hit Still In Play,none,21 -- 20
61,2,serve,earned,Tip,them,21 -- 21
62,2,receive,errors,Serve,us,22 -- 21
63,3,serve,in_rally,1-Serve,none,22 -- 21
64,3,serve,in_rally,Dig,none,22 -- 21
64,3,serve,errors,Spike,them,22 -- 22
65,3,receive,in_rally,3-Pass,none,22 -- 22
65,3,receive,earned,Spike,us,23 -- 22
66,4,serve,earned,Ace,us,24 -- 22
67,4,serve,errors,Serve,them,24 -- 23
undefined,4,serve,timeout,them 1,undefined,undefined
68,4,receive,in_rally,3-Pass,none,24 -- 23
68,4,receive,earned,Spike,us,25 -- 23
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,3-Pass,none,0 -- 0
1,6,receive,earned,Spike,us,1 -- 0
2,1,serve,earned,Spike,us,2 -- 0
3,1,serve,earned,Spike,them,2 -- 1
4,1,receive,errors,Spike,us,3 -- 1
5,2,serve,in_rally,2-Serve,none,3 -- 1
5,2,serve,earned,Spike,them,3 -- 2
6,2,receive,earned,Spike,us,4 -- 2
7,3,serve,in_rally,2-Serve,none,4 -- 2
7,3,serve,errors,Spike,us,5 -- 2
8,3,serve,in_rally,1-Serve,none,5 -- 2
8,3,serve,earned,Spike,them,5 -- 3
9,3,receive,in_rally,3-Pass,none,5 -- 3
10,3,receive,in_rally,Hit Still In Play,none,5 -- 3
10,3,receive,errors,Tip,us,6 -- 3
11,4,serve,in_rally,3-Serve,none,6 -- 3
11,4,serve,earned,Block,us,7 -- 3
12,4,serve,errors,Serve,them,7 -- 4
13,4,receive,in_rally,1-Pass,none,7 -- 4
14,4,receive,in_rally,Hit Still In Play,none,7 -- 4
15,4,receive,in_rally,Dig,none,7 -- 4
15,4,receive,earned,Spike,us,8 -- 4
16,5,serve,in_rally,2-Serve,none,8 -- 4
17,5,serve,in_rally,Dig,none,8 -- 4
17,5,serve,errors,Spike,them,8 -- 5
18,5,receive,in_rally,1-Pass,none,8 -- 5
18,5,receive,errors,2nd Ball Return,them,8 -- 6
19,5,receive,in_rally,3-Pass,none,8 -- 6
19,5,receive,earned,Spike,us,9 -- 6
20,6,serve,in_rally,3-Serve,none,9 -- 6
21,6,serve,in_rally,Hit Still In Play,none,9 -- 6
21,6,serve,earned,Spike,them,9 -- 7
22,6,receive,in_rally,3-Pass,none,9 -- 7
23,6,receive,in_rally,Hit Still In Play,none,9 -- 7
24,6,receive,in_rally,Dig,none,9 -- 7
24,6,receive,earned,Spike,them,9 -- 8
25,6,receive,in_rally,3-Pass,none,9 -- 8
25,6,receive,earned,Spike,us,10 -- 8
26,1,serve,in_rally,1-Serve,none,10 -- 8
27,1,serve,in_rally,Dig,none,10 -- 8
27,1,serve,errors,Spike,us,11 -- 8
28,1,serve,in_rally,2-Serve,none,11 -- 8
29,1,serve,in_rally,Dig,none,11 -- 8
30,1,serve,in_rally,Hit Still In Play,none,11 -- 8
31,1,serve,in_rally,Dig,none,11 -- 8
31,1,serve,earned,Spike,us,12 -- 8
32,1,serve,in_rally,3-Serve,none,12 -- 8
32,1,serve,earned,Block,us,13 -- 8
33,1,serve,in_rally,2-Serve,none,13 -- 8
34,1,serve,in_rally,Dig,none,13 -- 8
34,1,serve,earned,Block,us,14 -- 8
35,1,serve,in_rally,2-Serve,none,14 -- 8
35,1,serve,errors,Dig,them,14 -- 9
36,1,receive,in_rally,3-Pass,none,14 -- 9
37,1,receive,in_rally,Hit Still In Play,none,14 -- 9
37,1,receive,earned,Spike,them,14 -- 10
38,1,receive,in_rally,3-Pass,none,14 -- 10
38,1,receive,earned,Spike,us,15 -- 10
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,3,serve,in_rally,1-Serve,none,0 -- 0
1,3,serve,errors,Dig,them,0 -- 1
2,3,receive,in_rally,2-Pass,none,0 -- 1
3,3,receive,in_rally,Hit Still In Play,none,0 -- 1
4,3,receive,in_rally,Dig,none,0 -- 1
4,3,receive,earned,Spike,us,1 -- 1
5,4,serve,in_rally,3-Serve,none,1 -- 1
5,4,serve,errors,Spike,us,2 -- 1
6,4,serve,in_rally,2-Serve,none,2 -- 1
6,4,serve,errors,Dig,them,2 -- 2
7,4,receive,errors,Serve,us,3 -- 2
8,5,serve,in_rally,3-Serve,none,3 -- 2
9,5,serve,in_rally,1-FB Pass,none,3 -- 2
10,5,serve,in_rally,Hit Still In Play,none,3 -- 2
11,5,serve,in_rally,Dig,none,3 -- 2
11,5,serve,errors,3rd Ball Return,them,3 -- 3
12,5,receive,in_rally,3-Pass,none,3 -- 3
12,5,receive,errors,Spike,them,3 -- 4
13,5,receive,in_rally,Over Pass in Play,none,3 -- 4
13,5,receive,earned,Spike,them,3 -- 5
14,5,receive,errors,Receive,them,3 -- 6
15,5,receive,in_rally,3-Pass,none,3 -- 6
15,5,receive,earned,Spike,us,4 -- 6
16,6,serve,errors,Serve,them,4 -- 7
17,6,receive,in_rally,3-Pass,none,4 -- 7
18,6,receive,in_rally,Hit Still In Play,none,4 -- 7
18,6,receive,errors,Dig,them,4 -- 8
19,6,receive,in_rally,1-Pass,none,4 -- 8
20,6,receive,in_rally,Hit Still In Play,none,4 -- 8
20,6,receive,earned,Spike,them,4 -- 9
21,6,receive,errors,Receive,them,4 -- 10
undefined,6,receive,timeout,us 1,undefined,undefined
22,6,receive,in_rally,3-Pass,none,4 -- 10
23,6,receive,in_rally,Hit Still In Play,none,4 -- 10
24,6,receive,in_rally,Dig,none,4 -- 10
24,6,receive,errors,Dig,them,4 -- 11
25,6,receive,errors,Serve,us,5 -- 11
26,1,serve,in_rally,1-Serve,none,5 -- 11
26,1,serve,earned,Spike,them,5 -- 12
27,1,receive,in_rally,1-Pass,none,5 -- 12
27,1,receive,earned,Spike,us,6 -- 12
28,2,serve,in_rally,1-Serve,none,6 -- 12
29,2,serve,in_rally,Dig,none,6 -- 12
29,2,serve,earned,Spike,us,7 -- 12
30,2,serve,errors,Serve,them,7 -- 13
31,2,receive,in_rally,2-Pass,none,7 -- 13
32,2,receive,in_rally,Hit Still In Play,none,7 -- 13
33,2,receive,in_rally,Dig,none,7 -- 13
33,2,receive,earned,Spike,us,8 -- 13
34,3,serve,errors,Serve,them,8 -- 14
35,3,receive,errors,Receive,them,8 -- 15
36,3,receive,in_rally,2-Pass,none,8 -- 15
36,3,receive,earned,Tip,us,9 -- 15
37,4,serve,earned,Ace,us,10 -- 15
38,4,serve,earned,Ace,us,11 -- 15
39,4,serve,errors,Serve,them,11 -- 16
40,4,receive,errors,Receive,them,11 -- 17
41,4,receive,errors,Serve,us,12 -- 17
42,5,serve,errors,Serve,them,12 -- 18
43,5,receive,in_rally,1-Pass,none,12 -- 18
44,5,receive,in_rally,Hit Still In Play,none,12 -- 18
45,5,receive,in_rally,1-FB Pass,none,12 -- 18
45,5,receive,errors,Spike,them,12 -- 19
46,5,receive,in_rally,2-Pass,none,12 -- 19
47,5,receive,in_rally,Hit Still In Play,none,12 -- 19
48,5,receive,in_rally,Dig,none,12 -- 19
48,5,receive,errors,Spike,them,12 -- 20
49,5,receive,in_rally,1-Pass,none,12 -- 20
50,5,receive,in_rally,Hit Still In Play,none,12 -- 20
50,5,receive,earned,Spike,them,12 -- 21
undefined,5,receive,timeout,us 2,undefined,undefined
51,5,receive,in_rally,3-Pass,none,12 -- 21
51,5,receive,earned,Tip,us,13 -- 21
52,6,serve,in_rally,3-Serve,none,13 -- 21
52,6,serve,earned,Spike,them,13 -- 22
53,6,receive,in_rally,3-Pass,none,13 -- 22
54,6,receive,in_rally,Hit Still In Play,none,13 -- 22
54,6,receive,errors,Spike,us,14 -- 22
55,1,serve,in_rally,3-Serve,none,14 -- 22
55,1,serve,errors,Dig,them,14 -- 23
56,1,receive,errors,Serve,us,15 -- 23
57,2,serve,in_rally,2-Serve,none,15 -- 23
57,2,serve,errors,Spike,us,16 -- 23
58,2,serve,earned,Ace,us,17 -- 23
59,2,serve,in_rally,3-Serve,none,17 -- 23
59,2,serve,earned,Spike,them,17 -- 24
60,2,receive,in_rally,2-Pass,none,17 -- 24
61,2,receive,in_rally,Hit Still In Play,none,17 -- 24
62,2,receive,in_rally,Dig,none,17 -- 24
63,2,receive,in_rally,Hit Still In Play,none,17 -- 24
63,2,receive,earned,Spike,them,17 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,3-Pass,none,0 -- 0
1,6,receive,earned,Spike,us,1 -- 0
2,1,serve,in_rally,3-Serve,none,1 -- 0
3,1,serve,in_rally,Dig,none,1 -- 0
3,1,serve,errors,3rd Ball Return,them,1 -- 1
4,1,receive,in_rally,1-Pass,none,1 -- 1
5,1,receive,in_rally,Hit Still In Play,none,1 -- 1
5,1,receive,earned,Spike,them,1 -- 2
6,1,receive,errors,Receive,them,1 -- 3
7,1,receive,in_rally,2-Pass,none,1 -- 3
8,1,receive,in_rally,Hit Still In Play,none,1 -- 3
8,1,receive,errors,Dig,them,1 -- 4
9,1,receive,in_rally,1-Pass,none,1 -- 4
9,1,receive,earned,Spike,us,2 -- 4
10,2,serve,in_rally,2-Serve,none,2 -- 4
10,2,serve,errors,Spike,us,3 -- 4
11,2,serve,in_rally,1-Serve,none,3 -- 4
11,2,serve,earned,Spike,them,3 -- 5
12,2,receive,in_rally,3-Pass,none,3 -- 5
12,2,receive,errors,Spike,them,3 -- 6
13,2,receive,in_rally,2-Pass,none,3 -- 6
13,2,receive,errors,Spike,them,3 -- 7
14,2,receive,in_rally,1-Pass,none,3 -- 7
14,2,receive,earned,Spike,us,4 -- 7
15,3,serve,in_rally,2-Serve,none,4 -- 7
15,3,serve,errors,3rd Ball Return,us,5 -- 7
16,3,serve,in_rally,1-Serve,none,5 -- 7
16,3,serve,faults,Net,them,5 -- 8
17,3,receive,in_rally,1-Pass,none,5 -- 8
17,3,receive,earned,Tip,us,6 -- 8
18,4,serve,in_rally,2-Serve,none,6 -- 8
19,4,serve,in_rally,Dig,none,6 -- 8
20,4,serve,in_rally,Hit Still In Play,none,6 -- 8
20,4,serve,earned,Spike,them,6 -- 9
21,4,receive,errors,Receive,them,6 -- 10
22,4,receive,errors,Serve,us,7 -- 10
23,5,serve,in_rally,2-Serve,none,7 -- 10
23,5,serve,earned,Block,us,8 -- 10
24,5,serve,errors,Serve,them,8 -- 11
25,5,receive,errors,Serve,us,9 -- 11
26,6,serve,in_rally,2-Serve,none,9 -- 11
26,6,serve,earned,Spike,them,9 -- 12
27,6,receive,in_rally,2-Pass,none,9 -- 12
27,6,receive,earned,Tip,us,10 -- 12
28,1,serve,in_rally,3-Serve,none,10 -- 12
29,1,serve,in_rally,Dig,none,10 -- 12
29,1,serve,earned,Spike,them,10 -- 13
30,1,receive,in_rally,2-Pass,none,10 -- 13
30,1,receive,earned,Spike,us,11 -- 13
31,2,serve,in_rally,2-Serve,none,11 -- 13
31,2,serve,earned,Block,us,12 -- 13
32,2,serve,errors,Serve,them,12 -- 14
33,2,receive,in_rally,3-Pass,none,12 -- 14
33,2,receive,errors,Spike,them,12 -- 15
34,2,receive,in_rally,3-Pass,none,12 -- 15
34,2,receive,earned,Tip,us,13 -- 15
35,3,serve,in_rally,2-Serve,none,13 -- 15
36,3,serve,in_rally,Dig,none,13 -- 15
37,3,serve,in_rally,Hit Still In Play,none,13 -- 15
37,3,serve,earned,Spike,them,13 -- 16
38,3,receive,in_rally,3-Pass,none,13 -- 16
39,3,receive,in_rally,Hit Still In Play,none,13 -- 16
40,3,receive,in_rally,Dig,none,13 -- 16
40,3,receive,earned,Spike,us,14 -- 16
