,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
69,2,receive,in_rally,Hit Still In Play,none,22 -- 20
70,2,receive,in_rally,Dig,none,22 -- 20
71,2,receive,in_rally,Hit Still In Play,none,22 -- 20
71,2,receive,earned,Spike,them,22 -- 21
72,2,receive,in_rally,3-Pass,none,22 -- 21
73,2,receive,in_rally,Hit Still In Play,none,22 -- 21
74,2,receive,in_rally,Dig,none,22 -- 21
74,2,receive,earned,Spike,them,22 -- 22
75,2,receive,in_rally,3-Pass,none,22 -- 22
75,2,receive,earned,Spike,us,23 -- 22
76,3,serve,in_rally,3-Serve,none,23 -- 22
76,3,serve,errors,3rd Ball Return,us,24 -- 22
77,3,serve,in_rally,2-Serve,none,24 -- 22
78,3,serve,in_rally,Dig,none,24 -- 22
78,3,serve,earned,Spike,us,25 -- 22
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,errors,Serve,them,0 -- 1
2,1,receive,in_rally,3-Pass,none,0 -- 1
2,1,receive,errors,Spike,them,0 -- 2
3,1,receive,in_rally,3-Pass,none,0 -- 2
3,1,receive,earned,Spike,us,1 -- 2
4,2,serve,in_rally,2-Serve,none,1 -- 2
4,2,serve,errors,Spike,us,2 -- 2
5,2,serve,in_rally,1-Serve,none,2 -- 2
6,2,serve,in_rally,Dig,none,2 -- 2
6,2,serve,earned,Block,us,3 -- 2
7,2,serve,in_rally,1-Serve,none,3 -- 2
7,2,serve,faults,Net,them,3 -- 3
8,2,receive,in_rally,3-Pass,none,3 -- 3
8,2,receive,earned,Spike,us,4 -- 3
9,3,serve,in_rally,2-Serve,none,4 -- 3
9,3,serve,earned,Spike,them,4 -- 4
10,3,receive,in_rally,3-Pass,none,4 -- 4
10,3,receive,earned,Spike,us,5 -- 4
11,4,serve,in_rally,3-Serve,none,5 -- 4
11,4,serve,errors,3rd Ball Return,us,6 -- 4
12,4,serve,in_rally,2-Serve,none,6 -- 4
12,4,serve,errors,Spike,us,7 -- 4
13,4,serve,faults,Out of Rotation,us,8 -- 4
14,4,serve,errors,Serve,them,8 -- 5
15,4,receive,in_rally,3-Pass,none,8 -- 5
15,4,receive,earned,Spike,us,9 -- 5
16,5,serve,in_rally,1-Serve,none,9 -- 5
16,5,serve,earned,Spike,them,9 -- 6
17,5,receive,in_rally,3-Pass,none,9 -- 6
17,5,receive,earned,Spike,us,10 -- 6
18,6,serve,in_rally,2-Serve,none,10 -- 6
19,6,serve,in_rally,Dig,none,10 -- 6
19,6,serve,earned,Spike,us,11 -- 6
20,6,serve,in_rally,1-Serve,none,11 -- 6
20,6,serve,errors,Set,us,12 -- 6
21,6,serve,in_rally,2-Serve,none,12 -- 6
21,6,serve,errors,3rd Ball Return,us,13 -- 6
22,6,serve,in_rally,2-Serve,none,13 -- 6
22,6,serve,errors,Spike,us,14 -- 6
23,6,serve,in_rally,2-Serve,none,14 -- 6
24,6,serve,in_rally,Dig,none,14 -- 6
24,6,serve,earned,Spike,us,15 -- 6
25,6,serve,errors,Serve,them,15 -- 7
26,6,receive,in_rally,3-Pass,none,15 -- 7
26,6,receive,errors,Set,them,15 -- 8
27,6,receive,in_rally,1-Pass,none,15 -- 8
27,6,receive,earned,Block,us,16 -- 8
28,1,serve,in_rally,2-Serve,none,16 -- 8
29,1,serve,in_rally,Dig,none,16 -- 8
30,1,serve,in_rally,Hit Still In Play,none,16 -- 8
30,1,serve,earned,Spike,us,17 -- 8
31,1,serve,in_rally,2-Serve,none,17 -- 8
31,1,serve,errors,Dig,them,17 -- 9
32,1,receive,in_rally,2-Pass,none,17 -- 9
32,1,receive,errors,Spike,them,17 -- 10
33,1,receive,in_rally,2-Pass,none,17 -- 10
34,1,receive,in_rally,Hit Still In Play,none,17 -- 10
34,1,receive,earned,Block,us,18 -- 10
35,2,serve,earned,Ace,us,19 -- 10
36,2,serve,in_rally,2-Serve,none,19 -- 10
37,2,serve,in_rally,Dig,none,19 -- 10
37,2,serve,earned,Spike,us,20 -- 10
38,2,serve,in_rally,3-Serve,none,20 -- 10
38,2,serve,errors,3rd Ball Return,us,21 -- 10
39,2,serve,in_rally,1-Serve,none,21 -- 10
39,2,serve,earned,Spike,them,21 -- 11
40,2,receive,errors,Receive,them,21 -- 12
41,2,receive,in_rally,3-Pass,none,21 -- 12
41,2,receive,earned,Spike,us,22 -- 12
42,3,serve,earned,Ace,us,23 -- 12
43,3,serve,earned,Ace,us,24 -- 12
44,3,serve,in_rally,1-Serve,none,24 -- 12
45,3,serve,in_rally,Blocks Still In Play,none,24 -- 12
46,3,serve,in_rally,Dig,none,24 -- 12
46,3,serve,earned,Spike,us,25 -- 12
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,3-Serve,none,0 -- 0
2,1,serve,in_rally,Dig,none,0 -- 0
2,1,serve,earned,Spike,us,1 -- 0
3,1,serve,in_rally,3-Serve,none,1 -- 0
3,1,serve,earned,Block,us,2 -- 0
4,1,serve,earned,Ace,us,3 -- 0
5,1,serve,in_rally,3-Serve,none,3 -- 0
6,1,serve,in_rally,Dig,none,3 -- 0
6,1,serve,errors,Tip,them,3 -- 1
7,1,receive,in_rally,1-Pass,none,3 -- 1
7,1,receive,earned,Spike,us,4 -- 1
8,2,serve,in_rally,3-Serve,none,4 -- 1
9,2,serve,in_rally,2-FB Pass,none,4 -- 1
9,2,serve,errors,Spike,them,4 -- 2
10,2,receive,in_rally,2-Pass,none,4 -- 2
10,2,receive,errors,Spike,them,4 -- 3
11,2,receive,in_rally,2-Pass,none,4 -- 3
12,2,receive,in_rally,Hit Still In Play,none,4 -- 3
13,2,receive,in_rally,3-FB Pass,none,4 -- 3
14,2,receive,in_rally,Hit Still In Play,none,4 -- 3
15,2,receive,in_rally,Dig,none,4 -- 3
16,2,receive,in_rally,Hit Still In Play,none,4 -- 3
17,2,receive,in_rally,Dig,none,4 -- 3
17,2,receive,faults,Net,us,5 -- 3
18,3,serve,in_rally,2-Serve,none,5 -- 3
18,3,serve,faults,Net,them,5 -- 4
19,3,receive,errors,Serve,us,6 -- 4
20,4,serve,errors,Serve,them,6 -- 5
21,4,receive,in_rally,2-Pass,none,6 -- 5
21,4,receive,earned,Spike,us,7 -- 5
22,5,serve,in_rally,2-Serve,none,7 -- 5
22,5,serve,errors,Tip,us,8 -- 5
23,5,serve,in_rally,2-Serve,none,8 -- 5
23,5,serve,errors,Tip,us,9 -- 5
24,5,serve,errors,Serve,them,9 -- 6
25,5,receive,in_rally,2-Pass,none,9 -- 6
25,5,receive,earned,Tip,us,10 -- 6
26,6,serve,in_rally,2-Serve,none,10 -- 6
26,6,serve,earned,Spike,them,10 -- 7
27,6,receive,in_rally,3-Pass,none,10 -- 7
27,6,receive,errors,Spike,them,10 -- 8
28,6,receive,in_rally,2-Pass,none,10 -- 8
28,6,receive,earned,Spike,us,11 -- 8
29,1,serve,in_rally,3-Serve,none,11 -- 8
30,1,serve,in_rally,3-FB Pass,none,11 -- 8
30,1,serve,earned,Spike,us,12 -- 8
undefined,1,serve,timeout,them 1,undefined,undefined
31,1,serve,in_rally,3-Serve,none,12 -- 8
31,1,serve,earned,Block,us,13 -- 8
32,1,serve,in_rally,3-Serve,none,13 -- 8
33,1,serve,in_rally,Dig,none,13 -- 8
33,1,serve,earned,Spike,us,14 -- 8
34,1,serve,errors,Serve,them,14 -- 9
35,1,receive,in_rally,2-Pass,none,14 -- 9
35,1,receive,earned,Spike,us,15 -- 9
36,2,serve,in_rally,2-Serve,none,15 -- 9
36,2,serve,earned,Tip,them,15 -- 10
37,2,receive,in_rally,1-Pass,none,15 -- 10
37,2,receive,errors,3rd Ball Return,us,16 -- 10
38,3,serve,in_rally,2-Serve,none,16 -- 10
39,3,serve,in_rally,Dig,none,16 -- 10
40,3,serve,in_rally,Hit Still In Play,none,16 -- 10
41,3,serve,in_rally,Dig,none,16 -- 10
41,3,serve,errors,Free Ball Receive,us,17 -- 10
42,3,serve,in_rally,1-Serve,none,17 -- 10
43,3,serve,in_rally,3-FB Pass,none,17 -- 10
43,3,serve,earned,Tip,us,18 -- 10
44,3,serve,in_rally,2-Serve,none,18 -- 10
44,3,serve,errors,Spike,us,19 -- 10
45,3,serve,in_rally,2-Serve,none,19 -- 10
45,3,serve,errors,Spike,us,20 -- 10
46,3,serve,in_rally,2-Serve,none,20 -- 10
46,3,serve,errors,Set,us,21 -- 10
47,3,serve,in_rally,3-Serve,none,21 -- 10
48,3,serve,in_rally,Dig,none,21 -- 10
48,3,serve,earned,Spike,us,22 -- 10
49,3,serve,faults,Out of Rotation,us,23 -- 10
50,3,serve,in_rally,1-Serve,none,23 -- 10
50,3,serve,errors,Spike,us,24 -- 10
51,3,serve,in_rally,3-Serve,none,24 -- 10
51,3,serve,errors,Dig,them,24 -- 11
52,3,receive,in_rally,2-Pass,none,24 -- 11
52,3,receive,earned,Tip,us,25 -- 11
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,1-Pass,none,0 -- 0
2,6,receive,in_rally,Hit Still In Play,none,0 -- 0
3,6,receive,in_rally,Dig,none,0 -- 0
3,6,receive,earned,Block,us,1 -- 0
4,1,serve,in_rally,3-Serve,none,1 -- 0
5,1,serve,in_rally,Dig,none,1 -- 0
5,1,serve,earned,Spike,us,2 -- 0
6,1,serve,in_rally,2-Serve,none,2 -- 0
6,1,serve,earned,Spike,them,2 -- 1
7,1,receive,in_rally,3-Pass,none,2 -- 1
7,1,receive,errors,Spike,them,2 -- 2
8,1,receive,in_rally,1-Pass,none,2 -- 2
8,1,receive,errors,Tip,them,2 -- 3
9,1,receive,in_rally,1-Pass,none,2 -- 3
10,1,receive,in_rally,Hit Still In Play,none,2 -- 3
10,1,receive,errors,3rd Ball Return,us,3 -- 3
11,2,serve,in_rally,3-Serve,none,3 -- 3
12,2,serve,in_rally,3-FB Pass,none,3 -- 3
12,2,serve,earned,Spike,us,4 -- 3
13,2,serve,errors,Serve,them,4 -- 4
14,2,receive,in_rally,1-Pass,none,4 -- 4
14,2,receive,errors,Spike,us,5 -- 4
15,3,serve,in_rally,2-Serve,none,5 -- 4
15,3,serve,errors,Spike,us,6 -- 4
16,3,serve,earned,Ace,us,7 -- 4
17,3,serve,in_rally,3-Serve,none,7 -- 4
18,3,serve,in_rally,3-FB Pass,none,7 -- 4
18,3,serve,errors,Set,them,7 -- 5
19,3,receive,in_rally,3-Pass,none,7 -- 5
20,3,receive,in_rally,Hit Still In Play,none,7 -- 5
21,3,receive,in_rally,Dig,none,7 -- 5
21,3,receive,earned,Tip,us,8 -- 5
22,4,serve,in_rally,3-Serve,none,8 -- 5
22,4,serve,errors,3rd Ball Return,us,9 -- 5
23,4,serve,errors,Serve,them,9 -- 6
24,4,receive,errors,Receive,them,9 -- 7
25,4,receive,in_rally,3-Pass,none,9 -- 7
25,4,receive,errors,Tip,them,9 -- 8
26,4,receive,in_rally,1-Pass,none,9 -- 8
26,4,receive,earned,Spike,us,10 -- 8
27,5,serve,earned,Ace,us,11 -- 8
28,5,serve,in_rally,2-Serve,none,11 -- 8
28,5,serve,errors,3rd Ball Return,them,11 -- 9
29,5,receive,in_rally,3-Pass,none,11 -- 9
29,5,receive,faults,Net,us,12 -- 9
30,6,serve,in_rally,2-Serve,none,12 -- 9
30,6,serve,earned,Block,us,13 -- 9
31,6,serve,in_rally,2-Serve,none,13 -- 9
31,6,serve,errors,Dig,them,13 -- 10
32,6,receive,in_rally,1-Pass,none,13 -- 10
32,6,receive,earned,Spike,us,14 -- 10
33,1,serve,in_rally,1-Serve,none,14 -- 10
34,1,serve,in_rally,Dig,none,14 -- 10
35,1,serve,in_rally,Hit Still In Play,none,14 -- 10
36,1,serve,in_rally,Dig,none,14 -- 10
37,1,serve,in_rally,Hit Still In Play,none,14 -- 10
38,1,serve,in_rally,3-FB Pass,none,14 -- 10
39,1,serve,in_rally,Dig,none,14 -- 10
40,1,serve,in_rally,Hit Still In Play,none,14 -- 10
40,1,serve,earned,Spike,them,14 -- 11
41,1,receive,errors,Receive,them,14 -- 12
42,1,receive,errors,Receive,them,14 -- 13
43,1,receive,in_rally,1-Pass,none,14 -- 13
44,1,receive,in_rally,Hit Still In Play,none,14 -- 13
44,1,receive,errors,Dig,them,14 -- 14
45,1,receive,errors,Serve,us,15 -- 14
46,2,serve,in_rally,3-Serve,none,15 -- 14
46,2,serve,errors,Dig,them,15 -- 15
47,2,receive,in_rally,1-Pass,none,15 -- 15
48,2,receive,in_rally,Hit Still In Play,none,15 -- 15
48,2,receive,errors,Spike,us,16 -- 15
49,3,serve,in_rally,3-Serve,none,16 -- 15
50,3,serve,in_rally,Dig,none,16 -- 15
50,3,serve,errors,Spike,them,16 -- 16
51,3,receive,in_rally,3-Pass,none,16 -- 16
52,3,receive,in_rally,Hit Still In Play,none,16 -- 16
53,3,receive,in_rally,Dig,none,16 -- 16
53,3,receive,errors,Spike,them,16 -- 17
54,3,receive,in_rally,2-Pass,none,16 -- 17
54,3,receive,errors,Spike,them,16 -- 18
55,3,receive,in_rally,2-Pass,none,16 -- 18
55,3,receive,errors,Spike,them,16 -- 19
56,3,receive,in_rally,1-Pass,none,16 -- 19
56,3,receive,earned,Spike,us,17 -- 19
57,4,serve,in_rally,2-Serve,none,17 -- 19
57,4,serve,errors,Spike,us,18 -- 19
58,4,serve,in_rally,2-Serve,none,18 -- 19
58,4,serve,errors,Set,us,19 -- 19
59,4,serve,in_rally,3-Serve,none,19 -- 19
60,4,serve,in_rally,Hit Still In Play,none,19 -- 19
60,4,serve,errors,Dig,them,19 -- 20
61,4,receive,in_rally,1-Pass,none,19 -- 20
62,4,receive,in_rally,Hit Still In Play,none,19 -- 20
63,4,receive,in_rally,Dig,none,19 -- 20
64,4,receive,in_rally,Hit Still In Play,none,19 -- 20
65,4,receive,in_rally,Dig,none,19 -- 20
65,4,receive,earned,Spike,us,20 -- 20
66,5,serve,in_rally,3-Serve,none,20 -- 20
67,5,serve,in_rally,3-FB Pass,none,20 -- 20
68,5,serve,in_rally,Hit Still In Play,none,20 -- 20
69,5,serve,in_rally,2-FB Pass,none,20 -- 20
70,5,serve,in_rally,Hit Still In Play,none,20 -- 20
71,5,serve,in_rally,3-FB Pass,none,20 -- 20
71,5,serve,earned,Spike,us,21 -- 20
72,5,serve,earned,Ace,us,22 -- 20
73,5,serve,in_rally,3-Serve,none,22 -- 20
74,5,serve,in_rally,Dig,none,22 -- 20
74,5,serve,earned,Tip,us,23 -- 20
75,5,serve,in_rally,1-Serve,none,23 -- 20
76,5,serve,in_rally,Dig,none,23 -- 20
77,5,serve,in_rally,Hit Still In Play,none,23 -- 20
77,5,serve,errors,Tip,us,24 -- 20
78,5,serve,in_rally,3-Serve,none,24 -- 20
79,5,serve,in_rally,1-FB Pass,none,24 -- 20
79,5,serve,earned,Spike,us,25 -- 20
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,1-Pass,none,0 -- 0
2,6,receive,in_rally,Hit Still In Play,none,0 -- 0
2,6,receive,errors,Spike,us,1 -- 0
3,1,serve,errors,Serve,them,1 -- 1
4,1,receive,in_rally,1-Pass,none,1 -- 1
5,1,receive,in_rally,Hit Still In Play,none,1 -- 1
6,1,receive,in_rally,Dig,none,1 -- 1
6,1,receive,earned,Spike,us,2 -- 1
7,2,serve,in_rally,3-Serve,none,2 -- 1
7,2,serve,errors,3rd Ball Return,us,3 -- 1
8,2,serve,in_rally,3-Serve,none,3 -- 1
8,2,serve,errors,Tip,us,4 -- 1
9,2,serve,in_rally,2-Serve,none,4 -- 1
9,2,serve,earned,Spike,them,4 -- 2
10,2,receive,earned,Ace,them,4 -- 3
11,2,receive,in_rally,1-Pass,none,4 -- 3
12,2,receive,in_rally,Hit Still In Play,none,4 -- 3
13,2,receive,in_rally,Dig,none,4 -- 3
13,2,receive,errors,Tip,them,4 -- 4
14,2,receive,in_rally,1-Pass,none,4 -- 4
15,2,receive,in_rally,Dig,none,4 -- 4
15,2,receive,earned,Spike,them,4 -- 5
16,2,receive,errors,Receive,them,4 -- 6
17,2,receive,in_rally,3-Pass,none,4 -- 6
17,2,receive,earned,Spike,us,5 -- 6
18,3,serve,in_rally,2-Serve,none,5 -- 6
18,3,serve,errors,Tip,us,6 -- 6
19,3,serve,in_rally,1-Serve,none,6 -- 6
20,3,serve,in_rally,Dig,none,6 -- 6
21,3,serve,in_rally,Hit Still In Play,none,6 -- 6
21,3,serve,earned,Spike,us,7 -- 6
22,3,serve,in_rally,3-Serve,none,7 -- 6
23,3,serve,in_rally,Dig,none,7 -- 6
24,3,serve,in_rally,Hit Still In Play,none,7 -- 6
25,3,serve,in_rally,Dig,none,7 -- 6
25,3,serve,errors,Set,them,7 -- 7
26,3,receive,in_rally,1-Pass,none,7 -- 7
27,3,receive,in_rally,Hit Still In Play,none,7 -- 7
27,3,receive,errors,Free Ball Receive,us,8 -- 7
28,4,serve,in_rally,1-Serve,none,8 -- 7
29,4,serve,in_rally,1-FB Pass,none,8 -- 7
30,4,serve,in_rally,Hit Still In Play,none,8 -- 7
30,4,serve,errors,3rd Ball Return,us,9 -- 7
31,4,serve,in_rally,1-Serve,none,9 -- 7
31,4,serve,errors,Dig,them,9 -- 8
32,4,receive,in_rally,2-Pass,none,9 -- 8
33,4,receive,in_rally,Hit Still In Play,none,9 -- 8
34,4,receive,in_rally,3-FB Pass,none,9 -- 8
35,4,receive,in_rally,Hit Still In Play,none,9 -- 8
35,4,receive,errors,Spike,us,10 -- 8
36,5,serve,in_rally,2-Serve,none,10 -- 8
36,5,serve,errors,Spike,us,11 -- 8
37,5,serve,earned,Ace,us,12 -- 8
38,5,serve,in_rally,3-Serve,none,12 -- 8
38,5,serve,errors,Spike,us,13 -- 8
39,5,serve,in_rally,3-Serve,none,13 -- 8
40,5,serve,in_rally,Dig,none,13 -- 8
40,5,serve,errors,Set,them,13 -- 9
41,5,receive,errors,Receive,them,13 -- 10
42,5,receive,errors,Serve,us,14 -- 10
43,6,serve,in_rally,1-Serve,none,14 -- 10
43,6,serve,errors,Dig,them,14 -- 11
44,6,receive,in_rally,1-Pass,none,14 -- 11
45,6,receive,in_rally,Hit Still In Play,none,14 -- 11
46,6,receive,in_rally,Dig,none,14 -- 11
47,6,receive,in_rally,Hit Still In Play,none,14 -- 11
47,6,receive,earned,Spike,us,15 -- 11
48,1,serve,in_rally,3-Serve,none,15 -- 11
49,1,serve,in_rally,Dig,none,15 -- 11
49,1,serve,errors,Spike,them,15 -- 12
50,1,receive,in_rally,2-Pass,none,15 -- 12
51,1,receive,in_rally,Hit Still In Play,none,15 -- 12
52,1,receive,in_rally,Dig,none,15 -- 12
53,1,receive,in_rally,Dig,none,15 -- 12
53,1,receive,errors,Set,them,15 -- 13
54,1,receive,in_rally,2-Pass,none,15 -- 13
54,1,receive,earned,Spike,us,16 -- 13
55,2,serve,in_rally,2-Serve,none,16 -- 13
55,2,serve,earned,Spike,them,16 -- 14
56,2,receive,in_rally,1-Pass,none,16 -- 14
56,2,receive,faults,Net,us,17 -- 14
57,3,serve,errors,Serve,them,17 -- 15
58,3,receive,in_rally,1-Pass,none,17 -- 15
58,3,receive,earned,Tip,us,18 -- 15
59,4,serve,in_rally,2-Serve,none,18 -- 15
60,4,serve,in_rally,3-FB Pass,none,18 -- 15
60,4,serve,earned,Spike,us,19 -- 15
undefined,4,serve,timeout,them 1,undefined,undefined
61,4,serve,in_rally,3-Serve,none,19 -- 15
62,4,serve,in_rally,Dig,none,19 -- 15
62,4,serve,earned,Spike,us,20 -- 15
63,4,serve,in_rally,2-Serve,none,20 -- 15
63,4,serve,earned,Spike,them,20 -- 16
64,4,receive,in_rally,3-Pass,none,20 -- 16
64,4,receive,errors,Spike,them,20 -- 17
65,4,receive,in_rally,2-Pass,none,20 -- 17
66,4,receive,in_rally,Hit Still In Play,none,20 -- 17
67,4,receive,in_rally,Dig,none,20 -- 17
68,4,receive,in_rally,Dig,none,20 -- 17
68,4,receive,errors,Spike,them,20 -- 18
69,4,receive,in_rally,3-Pass,none,20 -- 18
69,4,receive,earned,Spike,us,21 -- 18
70,5,serve,in_rally,2-Serve,none,21 -- 18
71,5,serve,in_rally,Dig,none,21 -- 18
72,5,serve,in_rally,Hit Still In Play,none,21 -- 18
73,5,serve,in_rally,Dig,none,21 -- 18
73,5,serve,errors,Spike,us,22 -- 18
74,5,serve,errors,Serve,them,22 -- 19
75,5,receive,in_rally,1-Pass,none,22 -- 19
75,5,receive,earned,Tip,us,23 -- 19
undefined,5,receive,timeout,them 2,undefined,undefined
75,6,serve,errors,Serve,them,23 -- 20
76,6,receive,in_rally,3-Pass,none,23 -- 20
76,6,receive,earned,Spike,us,24 -- 20
77,1,serve,in_rally,1-Serve,none,24 -- 20
77,1,serve,earned,Spike,them,24 -- 21
78,1,receive,in_rally,2-Pass,none,24 -- 21
79,1,receive,in_rally,Hit Still In Play,none,24 -- 21
80,1,receive,in_rally,3-FB Pass,none,24 -- 21
80,1,receive,earned,Spike,us,25 -- 21
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,1,serve,in_rally,1-Serve,none,0 -- 0
1,1,serve,errors,Dig,them,0 -- 1
2,1,receive,in_rally,1-Pass,none,0 -- 1
2,1,receive,errors,Set,them,0 -- 2
3,1,receive,errors,Serve,us,1 -- 2
4,2,serve,errors,Serve,them,1 -- 3
5,2,receive,in_rally,1-Pass,none,1 -- 3
5,2,receive,earned,Spike,us,2 -- 3
6,3,serve,in_rally,2-Serve,none,2 -- 3
6,3,serve,errors,Dig,them,2 -- 4
7,3,receive,errors,Receive,them,2 -- 5
8,3,receive,errors,Serve,us,3 -- 5
9,4,serve,in_rally,2-Serve,none,3 -- 5
9,4,serve,earned,Tip,them,3 -- 6
10,4,receive,errors,Serve,us,4 -- 6
11,5,serve,errors,Serve,them,4 -- 7
12,5,receive,in_rally,1-Pass,none,4 -- 7
12,5,receive,errors,Whose Ball?,them,4 -- 8
13,5,receive,in_rally,1-Pass,none,4 -- 8
13,5,receive,earned,Spike,them,4 -- 9
14,5,receive,in_rally,3-Pass,none,4 -- 9
14,5,receive,errors,Set,them,4 -- 10
15,5,receive,in_rally,3-Pass,none,4 -- 10
15,5,receive,earned,Spike,us,5 -- 10
16,6,serve,in_rally,2-Serve,none,5 -- 10
16,6,serve,earned,Spike,them,5 -- 11
17,6,receive,errors,Receive,them,5 -- 12
18,6,receive,in_rally,2-Pass,none,5 -- 12
18,6,receive,errors,Spike,them,5 -- 13
19,6,receive,in_rally,2-Pass,none,5 -- 13
20,6,receive,in_rally,Hit Still In Play,none,5 -- 13
20,6,receive,earned,Tip,them,5 -- 14
21,6,receive,earned,Ace,them,5 -- 15
undefined,6,receive,timeout,us 1,undefined,undefined
21,6,receive,errors,Serve,us,6 -- 15
22,1,serve,in_rally,3-Serve,none,6 -- 15
23,1,serve,in_rally,Dig,none,6 -- 15
23,1,serve,earned,Tip,us,7 -- 15
24,1,serve,in_rally,3-Serve,none,7 -- 15
25,1,serve,in_rally,Dig,none,7 -- 15
26,1,serve,in_rally,Hit Still In Play,none,7 -- 15
27,1,serve,in_rally,3-FB Pass,none,7 -- 15
27,1,serve,earned,Tip,us,8 -- 15
28,1,serve,in_rally,3-Serve,none,8 -- 15
29,1,serve,in_rally,3-FB Pass,none,8 -- 15
29,1,serve,earned,Spike,us,9 -- 15
30,1,serve,in_rally,3-Serve,none,9 -- 15
30,1,serve,errors,Tip,us,10 -- 15
31,1,serve,in_rally,3-Serve,none,10 -- 15
32,1,serve,in_rally,3-FB Pass,none,10 -- 15
32,1,serve,earned,Spike,us,11 -- 15
33,1,serve,errors,Serve,them,11 -- 16
34,1,receive,errors,Receive,them,11 -- 17
35,1,receive,in_rally,3-Pass,none,11 -- 17
35,1,receive,errors,Spike,them,11 -- 18
36,1,receive,errors,Receive,them,11 -- 19
37,1,receive,in_rally,2-Pass,none,11 -- 19
38,1,receive,in_rally,Hit Still In Play,none,11 -- 19
38,1,receive,errors,Dig,them,11 -- 20
39,1,receive,in_rally,3-Pass,none,11 -- 20
39,1,receive,earned,Spike,us,12 -- 20
40,2,serve,in_rally,3-Serve,none,12 -- 20
41,2,serve,in_rally,Dig,none,12 -- 20
42,2,serve,in_rally,Hit Still In Play,none,12 -- 20
42,2,serve,earned,Spike,us,13 -- 20
43,2,serve,in_rally,3-Serve,none,13 -- 20
44,2,serve,in_rally,3-FB Pass,none,13 -- 20
44,2,serve,earned,Spike,us,14 -- 20
45,2,serve,in_rally,1-Serve,none,14 -- 20
45,2,serve,errors,Dig,them,14 -- 21
46,2,receive,in_rally,Dig,none,14 -- 21
47,2,receive,in_rally,Hit Still In Play,none,14 -- 21
47,2,receive,errors,Dig,them,14 -- 22
48,2,receive,in_rally,2-Pass,none,14 -- 22
49,2,receive,in_rally,Hit Still In Play,none,14 -- 22
50,2,receive,in_rally,Dig,none,14 -- 22
51,2,receive,in_rally,Hit Still In Play,none,14 -- 22
51,2,receive,errors,Dig,them,14 -- 23
52,2,receive,errors,Serve,us,15 -- 23
53,3,serve,in_rally,3-Serve,none,15 -- 23
54,3,serve,in_rally,Dig,none,15 -- 23
54,3,serve,errors,Spike,them,15 -- 24
55,3,receive,in_rally,1-Pass,none,15 -- 24
56,3,receive,in_rally,Hit Still In Play,none,15 -- 24
56,3,receive,earned,Spike,them,15 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,1-Pass,none,0 -- 0
1,6,receive,earned,Spike,us,1 -- 0
2,1,serve,in_rally,3-Serve,none,1 -- 0
3,1,serve,in_rally,3-FB Pass,none,1 -- 0
4,1,serve,in_rally,Hit Still In Play,none,1 -- 0
4,1,serve,earned,Spike,us,2 -- 0
5,1,serve,in_rally,2-Serve,none,2 -- 0
5,1,serve,errors,Spike,us,3 -- 0
6,1,serve,in_rally,3-Serve,none,3 -- 0
7,1,serve,in_rally,Dig,none,3 -- 0
7,1,serve,errors,Spike,us,4 -- 0
8,1,serve,errors,Serve,them,4 -- 1
9,1,receive,in_rally,2-Pass,none,4 -- 1
9,1,receive,earned,Spike,us,5 -- 1
10,2,serve,in_rally,2-Serve,none,5 -- 1
10,2,serve,earned,Spike,them,5 -- 2
11,2,receive,in_rally,2-Pass,none,5 -- 2
12,2,receive,in_rally,Hit Still In Play,none,5 -- 2
13,2,receive,in_rally,Dig,none,5 -- 2
13,2,receive,errors,Tip,them,5 -- 3
14,2,receive,in_rally,2-Pass,none,5 -- 3
14,2,receive,earned,Tip,us,6 -- 3
15,3,serve,in_rally,1-Serve,none,6 -- 3
15,3,serve,earned,Spike,them,6 -- 4
16,3,receive,in_rally,1-Pass,none,6 -- 4
17,3,receive,in_rally,Hit Still In Play,none,6 -- 4
17,3,receive,earned,Spike,them,6 -- 5
18,3,receive,in_rally,1-Pass,none,6 -- 5
19,3,receive,in_rally,Hit Still In Play,none,6 -- 5
20,3,receive,in_rally,Dig,none,6 -- 5
21,3,receive,in_rally,Hit Still In Play,none,6 -- 5
21,3,receive,errors,2nd Ball Return,us,7 -- 5
22,4,serve,in_rally,2-Serve,none,7 -- 5
22,4,serve,errors,Tip,us,8 -- 5
23,4,serve,in_rally,3-Serve,none,8 -- 5
23,4,serve,errors,Spike,them,8 -- 6
24,4,receive,in_rally,Over Pass in Play,none,8 -- 6
24,4,receive,earned,Spike,them,8 -- 7
25,4,receive,in_rally,2-Pass,none,8 -- 7
25,4,receive,earned,Spike,us,9 -- 7
26,5,serve,in_rally,3-Serve,none,9 -- 7
