,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
10,2,receive,in_rally,Dig,none,3 -- 3
11,2,receive,in_rally,Hit Still In Play,none,3 -- 3
11,2,receive,errors,Dig,them,3 -- 4
12,2,receive,in_rally,Over Pass in Play,none,3 -- 4
12,2,receive,earned,Spike,them,3 -- 5
13,2,receive,in_rally,1-Pass,none,3 -- 5
14,2,receive,in_rally,Hit Still In Play,none,3 -- 5
15,2,receive,in_rally,Dig,none,3 -- 5
16,2,receive,in_rally,Hit Still In Play,none,3 -- 5
16,2,receive,errors,Spike,us,4 -- 5
17,3,serve,earned,Ace,us,5 -- 5
18,3,serve,earned,Ace,us,6 -- 5
19,3,serve,earned,Ace,us,7 -- 5
20,3,serve,in_rally,2-Serve,none,7 -- 5
21,3,serve,in_rally,Dig,none,7 -- 5
21,3,serve,errors,Spike,them,7 -- 6
22,3,receive,in_rally,3-Pass,none,7 -- 6
23,3,receive,in_rally,Hit Still In Play,none,7 -- 6
23,3,receive,faults,Net,us,8 -- 6
24,4,serve,earned,Ace,us,9 -- 6
25,4,serve,in_rally,3-Serve,none,9 -- 6
25,4,serve,earned,Block,us,10 -- 6
26,4,serve,in_rally,3-Serve,none,10 -- 6
27,4,serve,in_rally,3-FB Pass,none,10 -- 6
27,4,serve,earned,Tip,us,11 -- 6
28,4,serve,in_rally,3-Serve,none,11 -- 6
28,4,serve,errors,2nd Ball Return,us,12 -- 6
undefined,4,serve,timeout,them 1,undefined,undefined
29,4,serve,in_rally,3-Serve,none,12 -- 6
30,4,serve,in_rally,Dig,none,12 -- 6
30,4,serve,earned,Spike,us,13 -- 6
31,4,serve,earned,Ace,us,14 -- 6
32,4,serve,in_rally,3-Serve,none,14 -- 6
32,4,serve,earned,Spike,them,14 -- 7
33,4,receive,in_rally,3-Pass,none,14 -- 7
34,4,receive,in_rally,Hit Still In Play,none,14 -- 7
34,4,receive,errors,3rd Ball Return,us,15 -- 7
35,5,serve,in_rally,2-Serve,none,15 -- 7
35,5,serve,errors,Dig,them,15 -- 8
36,5,receive,in_rally,1-Pass,none,15 -- 8
36,5,receive,errors,Spike,them,15 -- 9
37,5,receive,in_rally,3-Pass,none,15 -- 9
37,5,receive,earned,Tip,us,16 -- 9
38,6,serve,in_rally,2-Serve,none,16 -- 9
38,6,serve,errors,Free Ball Receive,them,16 -- 10
39,6,receive,in_rally,1-Pass,none,16 -- 10
40,6,receive,in_rally,Hit Still In Play,none,16 -- 10
40,6,receive,errors,Dig,them,16 -- 11
41,6,receive,in_rally,3-Pass,none,16 -- 11
42,6,receive,in_rally,Hit Still In Play,none,16 -- 11
43,6,receive,in_rally,3-FB Pass,none,16 -- 11
43,6,receive,errors,Spike,them,16 -- 12
44,6,receive,errors,Serve,us,17 -- 12
45,1,serve,in_rally,2-Serve,none,17 -- 12
45,1,serve,earned,Block,us,18 -- 12
46,1,serve,in_rally,3-Serve,none,18 -- 12
46,1,serve,errors,Block,them,18 -- 13
47,1,receive,in_rally,3-Pass,none,18 -- 13
47,1,receive,errors,Spike,them,18 -- 14
48,1,receive,in_rally,3-Pass,none,18 -- 14
49,1,receive,in_rally,Hit Still In Play,none,18 -- 14
50,1,receive,in_rally,Dig,none,18 -- 14
51,1,receive,in_rally,Hit Still In Play,none,18 -- 14
51,1,receive,errors,Block,them,18 -- 15
52,1,receive,errors,Receive,them,18 -- 16
53,1,receive,in_rally,1-Pass,none,18 -- 16
54,1,receive,in_rally,3-FB Pass,none,18 -- 16
54,1,receive,earned,Spike,us,19 -- 16
55,2,serve,earned,Ace,us,20 -- 16
56,2,serve,in_rally,Dig,none,20 -- 16
56,2,serve,errors,Whose Ball?,them,20 -- 17
57,2,receive,errors,Serve,us,21 -- 17
58,3,serve,in_rally,3-Serve,none,21 -- 17
59,3,serve,in_rally,Dig,none,21 -- 17
60,3,serve,in_rally,Hit Still In Play,none,21 -- 17
60,3,serve,earned,Block,us,22 -- 17
61,3,serve,in_rally,2-Serve,none,22 -- 17
61,3,serve,errors,Spike,us,23 -- 17
undefined,3,serve,timeout,them 2,undefined,undefined
61,3,serve,errors,Serve,them,23 -- 18
62,3,receive,in_rally,2-Pass,none,23 -- 18
62,3,receive,earned,Spike,us,24 -- 18
63,4,serve,in_rally,3-Serve,none,24 -- 18
64,4,serve,in_rally,Hit Still In Play,none,24 -- 18
65,4,serve,in_rally,Dig,none,24 -- 18
65,4,serve,errors,Spike,them,24 -- 19
66,4,receive,in_rally,2-Pass,none,24 -- 19
67,4,receive,in_rally,Hit Still In Play,none,24 -- 19
67,4,receive,errors,Whose Ball?,us,25 -- 19
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,6,receive,in_rally,3-Pass,none,0 -- 0
2,6,receive,in_rally,Hit Still In Play,none,0 -- 0
3,6,receive,in_rally,3-FB Pass,none,0 -- 0
4,6,receive,in_rally,Hit Still In Play,none,0 -- 0
5,6,receive,in_rally,3-FB Pass,none,0 -- 0
5,6,receive,errors,Spike,us,1 -- 0
6,1,serve,in_rally,3-Serve,none,1 -- 0
7,1,serve,in_rally,3-FB Pass,none,1 -- 0
7,1,serve,earned,Spike,us,2 -- 0
8,1,serve,in_rally,2-Serve,none,2 -- 0
9,1,serve,in_rally,1-FB Pass,none,2 -- 0
10,1,serve,in_rally,Hit Still In Play,none,2 -- 0
10,1,serve,earned,Spike,them,2 -- 1
11,1,receive,in_rally,2-Pass,none,2 -- 1
11,1,receive,earned,Spike,us,3 -- 1
12,2,serve,in_rally,2-Serve,none,3 -- 1
12,2,serve,errors,Dig,them,3 -- 2
13,2,receive,errors,Receive,them,3 -- 3
14,2,receive,in_rally,2-Pass,none,3 -- 3
15,2,receive,in_rally,Hit Still In Play,none,3 -- 3
15,2,receive,errors,Dig,them,3 -- 4
16,2,receive,in_rally,2-Pass,none,3 -- 4
17,2,receive,in_rally,Dig,none,3 -- 4
17,2,receive,errors,Spike,them,3 -- 5
18,2,receive,in_rally,1-Pass,none,3 -- 5
19,2,receive,in_rally,Hit Still In Play,none,3 -- 5
20,2,receive,in_rally,Hit Still In Play,none,3 -- 5
21,2,receive,in_rally,Hit Still In Play,none,3 -- 5
21,2,receive,faults,Net,us,4 -- 5
22,3,serve,errors,Serve,them,4 -- 6
23,3,receive,in_rally,1-Pass,none,4 -- 6
23,3,receive,earned,Tip,them,4 -- 7
24,3,receive,in_rally,3-Pass,none,4 -- 7
25,3,receive,in_rally,Hit Still In Play,none,4 -- 7
26,3,receive,in_rally,Dig,none,4 -- 7
26,3,receive,errors,Spike,them,4 -- 8
27,3,receive,in_rally,2-Pass,none,4 -- 8
28,3,receive,in_rally,Hit Still In Play,none,4 -- 8
28,3,receive,errors,Whose Ball?,us,5 -- 8
29,4,serve,earned,Ace,us,6 -- 8
30,4,serve,in_rally,3-Serve,none,6 -- 8
31,4,serve,in_rally,Dig,none,6 -- 8
32,4,serve,in_rally,Hit Still In Play,none,6 -- 8
33,4,serve,in_rally,Dig,none,6 -- 8
34,4,serve,in_rally,Dig,none,6 -- 8
35,4,serve,in_rally,Hit Still In Play,none,6 -- 8
36,4,serve,in_rally,Blocks Still In Play,none,6 -- 8
37,4,serve,in_rally,3-FB Pass,none,6 -- 8
38,4,serve,in_rally,Hit Still In Play,none,6 -- 8
39,4,serve,in_rally,Dig,none,6 -- 8
40,4,serve,in_rally,Dig,none,6 -- 8
41,4,serve,in_rally,Hit Still In Play,none,6 -- 8
42,4,serve,in_rally,Dig,none,6 -- 8
42,4,serve,faults,Ball Handling,them,6 -- 9
43,4,receive,errors,Serve,us,7 -- 9
44,5,serve,in_rally,2-Serve,none,7 -- 9
45,5,serve,in_rally,Blocks Still In Play,none,7 -- 9
45,5,serve,earned,Block,us,8 -- 9
46,5,serve,in_rally,2-Serve,none,8 -- 9
47,5,serve,in_rally,Blocks Still In Play,none,8 -- 9
47,5,serve,earned,Spike,them,8 -- 10
48,5,receive,in_rally,3-Pass,none,8 -- 10
49,5,receive,in_rally,Hit Still In Play,none,8 -- 10
50,5,receive,in_rally,Hit Still In Play,none,8 -- 10
51,5,receive,in_rally,Dig,none,8 -- 10
52,5,receive,in_rally,Hit Still In Play,none,8 -- 10
53,5,receive,in_rally,Blocks Still In Play,none,8 -- 10
54,5,receive,in_rally,Hit Still In Play,none,8 -- 10
55,5,receive,in_rally,Dig,none,8 -- 10
55,5,receive,errors,3rd Ball Return,them,8 -- 11
56,5,receive,errors,Receive,them,8 -- 12
57,5,receive,in_rally,1-Pass,none,8 -- 12
58,5,receive,in_rally,Hit Still In Play,none,8 -- 12
58,5,receive,errors,Block,them,8 -- 13
59,5,receive,errors,Serve,us,9 -- 13
60,6,serve,errors,Serve,them,9 -- 14
61,6,receive,in_rally,3-Pass,none,9 -- 14
62,6,receive,in_rally,Hit Still In Play,none,9 -- 14
63,6,receive,in_rally,3-FB Pass,none,9 -- 14
64,6,receive,in_rally,Hit Still In Play,none,9 -- 14
64,6,receive,errors,Dig,us,10 -- 14
65,1,serve,in_rally,2-Serve,none,10 -- 14
65,1,serve,earned,Spike,them,10 -- 15
66,1,receive,in_rally,3-Pass,none,10 -- 15
67,1,receive,in_rally,Hit Still In Play,none,10 -- 15
68,1,receive,in_rally,Dig,none,10 -- 15
68,1,receive,earned,Spike,us,11 -- 15
69,2,serve,in_rally,2-Serve,none,11 -- 15
69,2,serve,errors,Spike,us,12 -- 15
70,2,serve,errors,Serve,them,12 -- 16
71,2,receive,in_rally,3-Pass,none,12 -- 16
71,2,receive,earned,Spike,us,13 -- 16
72,3,serve,in_rally,2-Serve,none,13 -- 16
72,3,serve,errors,Dig,them,13 -- 17
73,3,receive,in_rally,3-Pass,none,13 -- 17
73,3,receive,earned,Spike,us,14 -- 17
74,4,serve,in_rally,2-Serve,none,14 -- 17
75,4,serve,in_rally,Dig,none,14 -- 17
76,4,serve,in_rally,Hit Still In Play,none,14 -- 17
76,4,serve,errors,Block,them,14 -- 18
77,4,receive,in_rally,3-Pass,none,14 -- 18
77,4,receive,faults,Net,them,14 -- 19
78,4,receive,in_rally,1-Pass,none,14 -- 19
79,4,receive,in_rally,Blocks Still In Play,none,14 -- 19
80,4,receive,in_rally,3-FB Pass,none,14 -- 19
80,4,receive,earned,Spike,us,15 -- 19
81,5,serve,in_rally,2-Serve,none,15 -- 19
82,5,serve,in_rally,Dig,none,15 -- 19
83,5,serve,in_rally,Hit Still In Play,none,15 -- 19
83,5,serve,earned,Spike,them,15 -- 20
84,5,receive,in_rally,1-Pass,none,15 -- 20
85,5,receive,in_rally,Dig,none,15 -- 20
85,5,receive,earned,Spike,us,16 -- 20
86,6,serve,in_rally,2-Serve,none,16 -- 20
86,6,serve,earned,Tip,them,16 -- 21
87,6,receive,in_rally,1-Pass,none,16 -- 21
88,6,receive,in_rally,Hit Still In Play,none,16 -- 21
89,6,receive,in_rally,Dig,none,16 -- 21
90,6,receive,in_rally,Hit Still In Play,none,16 -- 21
90,6,receive,errors,Whose Ball?,us,17 -- 21
91,1,serve,in_rally,1-Serve,none,17 -- 21
91,1,serve,errors,Spike,them,17 -- 22
92,1,receive,in_rally,1-Pass,none,17 -- 22
93,1,receive,in_rally,Hit Still In Play,none,17 -- 22
94,1,receive,in_rally,Dig,none,17 -- 22
95,1,receive,in_rally,Hit Still In Play,none,17 -- 22
95,1,receive,errors,Dig,us,18 -- 22
96,2,serve,in_rally,1-Serve,none,18 -- 22
96,2,serve,earned,Spike,them,18 -- 23
97,2,receive,in_rally,2-Pass,none,18 -- 23
97,2,receive,errors,Block,them,18 -- 24
98,2,receive,in_rally,3-Pass,none,18 -- 24
99,2,receive,in_rally,Hit Still In Play,none,18 -- 24
99,2,receive,errors,Whose Ball?,us,19 -- 24
100,3,serve,in_rally,1-Serve,none,19 -- 24
101,3,serve,in_rally,Dig,none,19 -- 24
101,3,serve,errors,Dig,them,19 -- 25
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,4,serve,in_rally,2-Serve,none,0 -- 0
1,4,serve,errors,Block,them,0 -- 1
2,4,receive,in_rally,3-Pass,none,0 -- 1
2,4,receive,earned,Spike,us,1 -- 1
3,5,serve,errors,Serve,them,1 -- 2
4,5,receive,in_rally,3-Pass,none,1 -- 2
5,5,receive,in_rally,Hit Still In Play,none,1 -- 2
6,5,receive,in_rally,Dig,none,1 -- 2
6,5,receive,earned,Tip,us,2 -- 2
7,6,serve,errors,Serve,them,2 -- 3
8,6,receive,errors,Serve,us,3 -- 3
9,1,serve,in_rally,3-Serve,none,3 -- 3
9,1,serve,earned,Spike,them,3 -- 4
10,1,receive,in_rally,1-Pass,none,3 -- 4
11,1,receive,in_rally,Hit Still In Play,none,3 -- 4
12,1,receive,in_rally,Dig,none,3 -- 4
13,1,receive,in_rally,Hit Still In Play,none,3 -- 4
13,1,receive,errors,Dig,them,3 -- 5
14,1,receive,in_rally,1-Pass,none,3 -- 5
15,1,receive,in_rally,Hit Still In Play,none,3 -- 5
15,1,receive,earned,Spike,them,3 -- 6
16,1,receive,in_rally,1-Pass,none,3 -- 6
17,1,receive,in_rally,Hit Still In Play,none,3 -- 6
17,1,receive,errors,Whose Ball?,us,4 -- 6
18,2,serve,in_rally,3-Serve,none,4 -- 6
19,2,serve,in_rally,3-FB Pass,none,4 -- 6
19,2,serve,earned,Spike,us,5 -- 6
20,2,serve,in_rally,2-Serve,none,5 -- 6
21,2,serve,in_rally,Dig,none,5 -- 6
22,2,serve,in_rally,Blocks Still In Play,none,5 -- 6
23,2,serve,in_rally,Hit Still In Play,none,5 -- 6
24,2,serve,in_rally,Dig,none,5 -- 6
25,2,serve,in_rally,Hit Still In Play,none,5 -- 6
25,2,serve,earned,Spike,them,5 -- 7
26,2,receive,in_rally,3-Pass,none,5 -- 7
27,2,receive,in_rally,Hit Still In Play,none,5 -- 7
27,2,receive,earned,Tip,us,6 -- 7
28,3,serve,in_rally,2-Serve,none,6 -- 7
28,3,serve,errors,Spike,us,7 -- 7
29,3,serve,in_rally,2-Serve,none,7 -- 7
30,3,serve,in_rally,3-FB Pass,none,7 -- 7
31,3,serve,in_rally,Hit Still In Play,none,7 -- 7
31,3,serve,errors,2nd Ball Return,us,8 -- 7
32,3,serve,in_rally,3-Serve,none,8 -- 7
32,3,serve,earned,Block,us,9 -- 7
undefined,3,serve,timeout,them 1,undefined,undefined
33,3,serve,in_rally,3-Serve,none,9 -- 7
34,3,serve,in_rally,3-FB Pass,none,9 -- 7
35,3,serve,in_rally,Hit Still In Play,none,9 -- 7
35,3,serve,errors,Dig,them,9 -- 8
36,3,receive,in_rally,3-Pass,none,9 -- 8
36,3,receive,errors,Spike,them,9 -- 9
37,3,receive,in_rally,2-Pass,none,9 -- 9
38,3,receive,in_rally,Dig,none,9 -- 9
38,3,receive,earned,Spike,us,10 -- 9
39,4,serve,earned,Ace,us,11 -- 9
40,4,serve,in_rally,2-Serve,none,11 -- 9
41,4,serve,in_rally,Dig,none,11 -- 9
41,4,serve,errors,Spike,them,11 -- 10
42,4,receive,errors,Receive,them,11 -- 11
43,4,receive,errors,Serve,us,12 -- 11
44,5,serve,in_rally,3-Serve,none,12 -- 11
45,5,serve,in_rally,Dig,none,12 -- 11
45,5,serve,errors,Spike,them,12 -- 12
46,5,receive,in_rally,2-Pass,none,12 -- 12
46,5,receive,earned,Spike,us,13 -- 12
47,6,serve,in_rally,2-Serve,none,13 -- 12
48,6,serve,in_rally,3-FB Pass,none,13 -- 12
49,6,serve,in_rally,Hit Still In Play,none,13 -- 12
49,6,serve,errors,Spike,them,13 -- 13
50,6,receive,in_rally,3-Pass,none,13 -- 13
51,6,receive,in_rally,Dig,none,13 -- 13
52,6,receive,in_rally,Dig,none,13 -- 13
52,6,receive,earned,Tip,us,14 -- 13
53,1,serve,in_rally,3-Serve,none,14 -- 13
53,1,serve,earned,Block,us,15 -- 13
54,1,serve,in_rally,2-Serve,none,15 -- 13
54,1,serve,errors,Block,them,15 -- 14
55,1,receive,in_rally,Over Pass in Play,none,15 -- 14
55,1,receive,errors,Spike,us,16 -- 14
56,2,serve,earned,Ace,us,17 -- 14
57,2,serve,in_rally,3-Serve,none,17 -- 14
58,2,serve,in_rally,3-FB Pass,none,17 -- 14
59,2,serve,in_rally,Hit Still In Play,none,17 -- 14
59,2,serve,errors,Block,them,17 -- 15
60,2,receive,errors,Receive,them,17 -- 16
61,2,receive,in_rally,2-Pass,none,17 -- 16
61,2,receive,earned,Spike,us,18 -- 16
62,3,serve,earned,Spike,them,18 -- 17
63,3,receive,in_rally,1-Pass,none,18 -- 17
63,3,receive,earned,Spike,us,19 -- 17
64,4,serve,earned,Ace,us,20 -- 17
65,4,serve,in_rally,3-Serve,none,20 -- 17
65,4,serve,earned,Spike,them,20 -- 18
66,4,receive,in_rally,1-Pass,none,20 -- 18
67,4,receive,in_rally,Hit Still In Play,none,20 -- 18
68,4,receive,in_rally,Dig,none,20 -- 18
68,4,receive,errors,Spike,them,20 -- 19
69,4,receive,in_rally,1-Pass,none,20 -- 19
70,4,receive,in_rally,Hit Still In Play,none,20 -- 19
71,4,receive,in_rally,Dig,none,20 -- 19
71,4,receive,earned,Spike,us,21 -- 19
72,5,serve,in_rally,3-Serve,none,21 -- 19
73,5,serve,in_rally,Dig,none,21 -- 19
74,5,serve,in_rally,Hit Still In Play,none,21 -- 19
75,5,serve,in_rally,Dig,none,21 -- 19
75,5,serve,earned,Spike,us,22 -- 19
undefined,5,serve,timeout,them 2,undefined,undefined
76,5,serve,in_rally,2-Serve,none,22 -- 19
76,5,serve,earned,Spike,them,22 -- 20
77,5,receive,in_rally,3-Pass,none,22 -- 20
77,5,receive,earned,Spike,us,23 -- 20
78,6,serve,errors,Serve,them,23 -- 21
79,6,receive,in_rally,2-Pass,none,23 -- 21
79,6,receive,errors,Spike,them,23 -- 22
undefined,6,receive,timeout,us 1,undefined,undefined
80,6,receive,in_rally,1-Pass,none,23 -- 22
81,6,receive,in_rally,Hit Still In Play,none,23 -- 22
82,6,receive,in_rally,Dig,none,23 -- 22
83,6,receive,in_rally,Hit Still In Play,none,23 -- 22
84,6,receive,in_rally,Hit Still In Play,none,23 -- 22
85,6,receive,in_rally,Dig,none,23 -- 22
86,6,receive,in_rally,Hit Still In Play,none,23 -- 22
87,6,receive,in_rally,Hit Still In Play,none,23 -- 22
88,6,receive,in_rally,Dig,none,23 -- 22
89,6,receive,in_rally,Hit Still In Play,none,23 -- 22
90,6,receive,in_rally,Hit Still In Play,none,23 -- 22
90,6,receive,errors,Spike,us,24 -- 22
91,1,serve,in_rally,2-Serve,none,24 -- 22
92,1,serve,in_rally,Blocks Still In Play,none,24 -- 22
93,1,serve,in_rally,Blocks Still In Play,none,24 -- 22
93,1,serve,earned,Spike,us,25 -- 22
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,3,receive,in_rally,3-Pass,none,0 -- 0
2,3,receive,in_rally,Hit Still In Play,none,0 -- 0
2,3,receive,earned,Spike,them,0 -- 1
3,3,receive,in_rally,3-Pass,none,0 -- 1
4,3,receive,in_rally,Hit Still In Play,none,0 -- 1
4,3,receive,errors,3rd Ball Return,us,1 -- 1
5,4,serve,in_rally,1-Serve,none,1 -- 1
5,4,serve,earned,Spike,them,1 -- 2
6,4,receive,in_rally,1-Pass,none,1 -- 2
7,4,receive,in_rally,Hit Still In Play,none,1 -- 2
7,4,receive,errors,Spike,us,2 -- 2
8,5,serve,in_rally,2-Serve,none,2 -- 2
9,5,serve,in_rally,Dig,none,2 -- 2
10,5,serve,in_rally,Hit Still In Play,none,2 -- 2
11,5,serve,in_rally,3-FB Pass,none,2 -- 2
12,5,serve,in_rally,Hit Still In Play,none,2 -- 2
13,5,serve,in_rally,3-FB Pass,none,2 -- 2
13,5,serve,earned,Spike,us,3 -- 2
14,5,serve,in_rally,2-Serve,none,3 -- 2
14,5,serve,errors,Dig,them,3 -- 3
15,5,receive,in_rally,1-Pass,none,3 -- 3
15,5,receive,errors,Whose Ball?,them,3 -- 4
16,5,receive,in_rally,1-Pass,none,3 -- 4
17,5,receive,in_rally,Hit Still In Play,none,3 -- 4
18,5,receive,in_rally,Blocks Still In Play,none,3 -- 4
19,5,receive,in_rally,Dig,none,3 -- 4
19,5,receive,errors,Spike,them,3 -- 5
20,5,receive,in_rally,1-Pass,none,3 -- 5
21,5,receive,in_rally,Hit Still In Play,none,3 -- 5
21,5,receive,errors,Block,them,3 -- 6
22,5,receive,in_rally,2-Pass,none,3 -- 6
22,5,receive,earned,Spike,us,4 -- 6
23,6,serve,in_rally,2-Serve,none,4 -- 6
23,6,serve,errors,Block,them,4 -- 7
24,6,receive,in_rally,Over Pass in Play,none,4 -- 7
24,6,receive,errors,Whose Ball?,us,5 -- 7
25,1,serve,in_rally,3-Serve,none,5 -- 7
26,1,serve,in_rally,3-FB Pass,none,5 -- 7
27,1,serve,in_rally,Hit Still In Play,none,5 -- 7
28,1,serve,in_rally,3-FB Pass,none,5 -- 7
28,1,serve,earned,Spike,us,6 -- 7
29,1,serve,in_rally,3-Serve,none,6 -- 7
30,1,serve,in_rally,3-FB Pass,none,6 -- 7
30,1,serve,earned,Spike,us,7 -- 7
31,1,serve,in_rally,2-Serve,none,7 -- 7
31,1,serve,faults,Over the Net,them,7 -- 8
32,1,receive,in_rally,1-Pass,none,7 -- 8
33,1,receive,in_rally,3-FB Pass,none,7 -- 8
34,1,receive,in_rally,Hit Still In Play,none,7 -- 8
35,1,receive,in_rally,Dig,none,7 -- 8
35,1,receive,errors,Spike,them,7 -- 9
36,1,receive,in_rally,2-Pass,none,7 -- 9
36,1,receive,earned,Tip,us,8 -- 9
37,2,serve,in_rally,3-Serve,none,8 -- 9
38,2,serve,in_rally,Dig,none,8 -- 9
38,2,serve,errors,Block,them,8 -- 10
39,2,receive,in_rally,1-Pass,none,8 -- 10
40,2,receive,in_rally,Hit Still In Play,none,8 -- 10
40,2,receive,earned,Spike,us,9 -- 10
41,3,serve,in_rally,3-Serve,none,9 -- 10
42,3,serve,in_rally,Blocks Still In Play,none,9 -- 10
43,3,serve,in_rally,Hit Still In Play,none,9 -- 10
43,3,serve,errors,Whose Ball?,us,10 -- 10
44,3,serve,earned,Spike,them,10 -- 11
45,3,receive,in_rally,3-Pass,none,10 -- 11
45,3,receive,earned,Spike,us,11 -- 11
46,4,serve,in_rally,2-Serve,none,11 -- 11
47,4,serve,in_rally,Dig,none,11 -- 11
48,4,serve,in_rally,Hit Still In Play,none,11 -- 11
48,4,serve,earned,Spike,them,11 -- 12
49,4,receive,in_rally,3-Pass,none,11 -- 12
49,4,receive,earned,Tip,us,12 -- 12
50,5,serve,in_rally,3-Serve,none,12 -- 12
51,5,serve,in_rally,Dig,none,12 -- 12
51,5,serve,errors,Dig,them,12 -- 13
52,5,receive,in_rally,2-Pass,none,12 -- 13
53,5,receive,in_rally,Hit Still In Play,none,12 -- 13
53,5,receive,earned,Block,us,13 -- 13
54,6,serve,in_rally,3-Serve,none,13 -- 13
54,6,serve,errors,Spike,us,14 -- 13
55,6,serve,in_rally,3-Serve,none,14 -- 13
55,6,serve,errors,3rd Ball Return,us,15 -- 13
56,6,serve,in_rally,2-Serve,none,15 -- 13
56,6,serve,errors,Spike,us,16 -- 13
57,6,serve,in_rally,1-Serve,none,16 -- 13
58,6,serve,in_rally,Dig,none,16 -- 13
58,6,serve,earned,Spike,us,17 -- 13
undefined,6,serve,timeout,them 1,undefined,undefined
59,6,serve,in_rally,3-Serve,none,17 -- 13
60,6,serve,in_rally,Dig,none,17 -- 13
61,6,serve,in_rally,Hit Still In Play,none,17 -- 13
61,6,serve,errors,Spike,them,17 -- 14
62,6,receive,in_rally,2-Pass,none,17 -- 14
63,6,receive,in_rally,Hit Still In Play,none,17 -- 14
63,6,receive,earned,Tip,them,17 -- 15
64,6,receive,in_rally,1-Pass,none,17 -- 15
64,6,receive,earned,Spike,us,18 -- 15
65,1,serve,in_rally,3-Serve,none,18 -- 15
66,1,serve,in_rally,Dig,none,18 -- 15
66,1,serve,errors,Tip,them,18 -- 16
67,1,receive,in_rally,2-Pass,none,18 -- 16
68,1,receive,in_rally,Hit Still In Play,none,18 -- 16
68,1,receive,earned,Spike,them,18 -- 17
69,1,receive,in_rally,3-Pass,none,18 -- 17
70,1,receive,in_rally,Hit Still In Play,none,18 -- 17
70,1,receive,errors,Set,us,19 -- 17
71,2,serve,in_rally,2-Serve,none,19 -- 17
72,2,serve,in_rally,Dig,none,19 -- 17
73,2,serve,in_rally,Hit Still In Play,none,19 -- 17
73,2,serve,errors,Tip,us,20 -- 17
74,2,serve,in_rally,3-Serve,none,20 -- 17
74,2,serve,earned,Block,us,21 -- 17
75,2,serve,in_rally,2-Serve,none,21 -- 17
75,2,serve,errors,Dig,them,21 -- 18
76,2,receive,in_rally,1-Pass,none,21 -- 18
76,2,receive,errors,Tip,them,21 -- 19
77,2,receive,in_rally,3-Pass,none,21 -- 19
77,2,receive,earned,Spike,us,22 -- 19
78,3,serve,in_rally,3-Serve,none,22 -- 19
78,3,serve,faults,Under,us,23 -- 19
79,3,serve,in_rally,3-Serve,none,23 -- 19
79,3,serve,errors,Dig,them,23 -- 20
80,3,receive,in_rally,1-Pass,none,23 -- 20
81,3,receive,in_rally,Hit Still In Play,none,23 -- 20
81,3,receive,earned,Tip,them,23 -- 21
82,3,receive,in_rally,1-Pass,none,23 -- 21
82,3,receive,errors,Spike,them,23 -- 22
undefined,3,receive,timeout,us 1,undefined,undefined
83,3,receive,in_rally,2-Pass,none,23 -- 22
84,3,receive,in_rally,Hit Still In Play,none,23 -- 22
84,3,receive,errors,Spike,them,23 -- 23
85,3,receive,errors,Serve,us,24 -- 23
undefined,3,receive,timeout,them 2,undefined,undefined
86,4,serve,in_rally,2-Serve,none,24 -- 23
87,4,serve,in_rally,3-FB Pass,none,24 -- 23
87,4,serve,earned,Spike,us,25 -- 23
,,,,,,
,,,,,,
Rally,Rotation,Stage,Action Type,Action,Point To,Score
,,,,,,
1,4,serve,in_rally,3-Serve,none,0 -- 0
2,4,serve,in_rally,3-FB Pass,none,0 -- 0
2,4,serve,earned,Spike,us,1 -- 0
3,4,serve,in_rally,2-Serve,none,1 -- 0
3,4,serve,errors,Dig,them,1 -- 1
4,4,receive,errors,Receive,them,1 -- 2
5,4,receive,in_rally,3-Pass,none,1 -- 2
6,4,receive,in_rally,Hit Still In Play,none,1 -- 2
7,4,receive,in_rally,2-FB Pass,none,1 -- 2
7,4,receive,errors,Spike,them,1 -- 3
8,4,receive,in_rally,2-Pass,none,1 -- 3
9,4,receive,in_rally,Hit Still In Play,none,1 -- 3
9,4,receive,errors,Block,them,1 -- 4
10,4,receive,in_rally,1-Pass,none,1 -- 4
11,4,receive,in_rally,Hit Still In Play,none,1 -- 4
12,4,receive,in_rally,Dig,none,1 -- 4
13,4,receive,in_rally,Hit Still In Play,none,1 -- 4
13,4,receive,earned,Spike,us,2 -- 4
14,5,serve,in_rally,2-Serve,none,2 -- 4
14,5,serve,errors,Dump,us,3 -- 4
15,5,serve,in_rally,2-Serve,none,3 -- 4
15,5,serve,errors,Dig,them,3 -- 5
16,5,receive,in_rally,2-Pass,none,3 -- 5
16,5,receive,earned,Spike,us,4 -- 5
17,6,serve,earned,Ace,us,5 -- 5
18,6,serve,in_rally,2-Serve,none,5 -- 5
19,6,serve,in_rally,Dig,none,5 -- 5
20,6,serve,in_rally,Hit Still In Play,none,5 -- 5
20,6,serve,earned,Block,us,6 -- 5
21,6,serve,in_rally,2-Serve,none,6 -- 5
21,6,serve,errors,Spike,us,7 -- 5
22,6,serve,earned,Ace,us,8 -- 5
23,6,serve,in_rally,2-Serve,none,8 -- 5
